id,left,top,right,bottom
4268,961114.896500000031665,1605586.000299999956042,969114.896500000031665,1594586.000299999956042
4269,961114.896500000031665,1594586.000299999956042,969114.896500000031665,1583586.000299999956042
4277,961114.896500000031665,1506586.000299999956042,969114.896500000031665,1495586.000299999956042
4330,969114.896500000031665,1627586.000299999956042,977114.896500000031665,1616586.000299999956042
4334,969114.896500000031665,1583586.000299999956042,977114.896500000031665,1572586.000299999956042
4336,969114.896500000031665,1561586.000299999956042,977114.896500000031665,1550586.000299999956042
4395,977114.896500000031665,1616586.000299999956042,985114.896500000031665,1605586.000299999956042
4397,977114.896500000031665,1594586.000299999956042,985114.896500000031665,1583586.000299999956042
4399,977114.896500000031665,1572586.000299999956042,985114.896500000031665,1561586.000299999956042
4400,977114.896500000031665,1561586.000299999956042,985114.896500000031665,1550586.000299999956042
4406,977114.896500000031665,1495586.000299999956042,985114.896500000031665,1484586.000299999956042
4457,985114.896500000031665,1638586.000299999956042,993114.896500000031665,1627586.000299999956042
4460,985114.896500000031665,1605586.000299999956042,993114.896500000031665,1594586.000299999956042
4465,985114.896500000031665,1550586.000299999956042,993114.896500000031665,1539586.000299999956042
4466,985114.896500000031665,1539586.000299999956042,993114.896500000031665,1528586.000299999956042
4468,985114.896500000031665,1517586.000299999956042,993114.896500000031665,1506586.000299999956042
4472,985114.896500000031665,1473586.000299999956042,993114.896500000031665,1462586.000299999956042
4523,993114.896500000031665,1616586.000299999956042,1001114.896500000031665,1605586.000299999956042
4525,993114.896500000031665,1594586.000299999956042,1001114.896500000031665,1583586.000299999956042
4527,993114.896500000031665,1572586.000299999956042,1001114.896500000031665,1561586.000299999956042
4554,1001114.896500000031665,1979586.000299999956042,1009114.896500000031665,1968586.000299999956042
4585,1001114.896500000031665,1638586.000299999956042,1009114.896500000031665,1627586.000299999956042
4586,1001114.896500000031665,1627586.000299999956042,1009114.896500000031665,1616586.000299999956042
4587,1001114.896500000031665,1616586.000299999956042,1009114.896500000031665,1605586.000299999956042
4589,1001114.896500000031665,1594586.000299999956042,1009114.896500000031665,1583586.000299999956042
4592,1001114.896500000031665,1561586.000299999956042,1009114.896500000031665,1550586.000299999956042
4593,1001114.896500000031665,1550586.000299999956042,1009114.896500000031665,1539586.000299999956042
4647,1009114.896500000031665,1660586.000299999956042,1017114.896500000031665,1649586.000299999956042
4649,1009114.896500000031665,1638586.000299999956042,1017114.896500000031665,1627586.000299999956042
4650,1009114.896500000031665,1627586.000299999956042,1017114.896500000031665,1616586.000299999956042
4651,1009114.896500000031665,1616586.000299999956042,1017114.896500000031665,1605586.000299999956042
4666,1009114.896500000031665,1451586.000299999956042,1017114.896500000031665,1440586.000299999956042
4670,1009114.896500000031665,1407586.000299999956042,1017114.896500000031665,1396586.000299999956042
4679,1017114.896500000031665,2012586.000299999956042,1025114.896500000031665,2001586.000299999956042
4711,1017114.896500000031665,1660586.000299999956042,1025114.896500000031665,1649586.000299999956042
4712,1017114.896500000031665,1649586.000299999956042,1025114.896500000031665,1638586.000299999956042
4713,1017114.896500000031665,1638586.000299999956042,1025114.896500000031665,1627586.000299999956042
4714,1017114.896500000031665,1627586.000299999956042,1025114.896500000031665,1616586.000299999956042
4719,1017114.896500000031665,1572586.000299999956042,1025114.896500000031665,1561586.000299999956042
4726,1017114.896500000031665,1495586.000299999956042,1025114.896500000031665,1484586.000299999956042
4774,1025114.896500000031665,1671586.000299999956042,1033114.896500000031665,1660586.000299999956042
4775,1025114.896500000031665,1660586.000299999956042,1033114.896500000031665,1649586.000299999956042
4776,1025114.896500000031665,1649586.000299999956042,1033114.896500000031665,1638586.000299999956042
4777,1025114.896500000031665,1638586.000299999956042,1033114.896500000031665,1627586.000299999956042
4779,1025114.896500000031665,1616586.000299999956042,1033114.896500000031665,1605586.000299999956042
4780,1025114.896500000031665,1605586.000299999956042,1033114.896500000031665,1594586.000299999956042
4839,1033114.896500000031665,1660586.000299999956042,1041114.896500000031665,1649586.000299999956042
4843,1033114.896500000031665,1616586.000299999956042,1041114.896500000031665,1605586.000299999956042
4845,1033114.896500000031665,1594586.000299999956042,1041114.896500000031665,1583586.000299999956042
4846,1033114.896500000031665,1583586.000299999956042,1041114.896500000031665,1572586.000299999956042
4902,1041114.896500000031665,1671586.000299999956042,1049114.896500000031665,1660586.000299999956042
4903,1041114.896500000031665,1660586.000299999956042,1049114.896500000031665,1649586.000299999956042
4905,1041114.896500000031665,1638586.000299999956042,1049114.896500000031665,1627586.000299999956042
4906,1041114.896500000031665,1627586.000299999956042,1049114.896500000031665,1616586.000299999956042
4907,1041114.896500000031665,1616586.000299999956042,1049114.896500000031665,1605586.000299999956042
4908,1041114.896500000031665,1605586.000299999956042,1049114.896500000031665,1594586.000299999956042
4909,1041114.896500000031665,1594586.000299999956042,1049114.896500000031665,1583586.000299999956042
4910,1041114.896500000031665,1583586.000299999956042,1049114.896500000031665,1572586.000299999956042
4912,1041114.896500000031665,1561586.000299999956042,1049114.896500000031665,1550586.000299999956042
4966,1049114.896500000031665,1671586.000299999956042,1057114.896500000031665,1660586.000299999956042
4967,1049114.896500000031665,1660586.000299999956042,1057114.896500000031665,1649586.000299999956042
4969,1049114.896500000031665,1638586.000299999956042,1057114.896500000031665,1627586.000299999956042
4971,1049114.896500000031665,1616586.000299999956042,1057114.896500000031665,1605586.000299999956042
4972,1049114.896500000031665,1605586.000299999956042,1057114.896500000031665,1594586.000299999956042
