선박용도(통계용),사건명,위도,경도
화물선,"산적화물선 티와이 글로리아호, 어선 신왕222 충돌사건",34.73194444,127.7944444
화물선,일반화물선 동명에이스 부유물감김사건,34.22583333,126.6130556
화물선,어선 제153영광호 · 화물선 카쿠요(KAKUYO) 충돌사건,34.37138889,128.3261111
화물선,"일반화물선 파이오니어호, 어선 동덕호 충돌사건",35.81,129.6002778
화물선,일반화물선 에스케이3호어선 제733금강호 충돌사건,33.41583333,126.2569444
화물선,일반화물선 순신86 기관손상사건,35.03333333,129.1166667
화물선,냉동운반선 창순원 기타사건,35.03333333,128.6166667
화물선,일반화물선 금양5호 기관손상사건,34.905,127.71
화물선,화물선 아이리스(IRIS)호 부두접촉사건,35.13333333,129.1197222
화물선,일반화물선 수지아항6 속구손상사건,34.27638889,126.1072222
화물선,"유조선 제1에스제이가스(NO. 1 SJ GAS)호, 화물선 라바레이크(LAVA LAKE) 충돌사건",35.49861111,129.3697222
화물선,일반화물선 티엔 총 해양오염사건,36.01555556,129.4158333
화물선,어선 대경호 일반화물선 포춘 안나 충돌사건,34.71,125.6433333
화물선,"어선 수양1호, 일반화물선 라바 레이크(LAVA LAKE) 충돌사건",36.06472222,129.4469444
화물선,일반화물선 테밋 기관손상사건,35.20138889,128.5886111
화물선,어선 69해동호/산적화물선 오션레전드 충돌사건,34.61666667,127.9666667
화물선,일반화물선 시핑 기관손상사건,35.59805556,125.7405556
화물선,화물선 괭하이(GENG HAI)호 방파제접촉사건,35.12583333,128.6938889
화물선,일반화물선 젱 하이 좌초사건,34.805,126.2033333
화물선,일반화물선 홍시앙 해양오염사건,34.74583333,127.8122222
화물선,"예인선 5001형제호, 일반화물선 신유안68 충돌사건",37.15444444,126.4886111
화물선,일반화물선 금양 1호 일반화물선 미라이 아스트로 충돌사건,34.90944444,127.7180556
화물선,화물선 이스타스타호 해양오염사건,35.41833333,129.3744444
화물선,화물선 골든오션호 기관손상사건,35.455,129.4205556
화물선,어선 77예은호  · 화물선 방하이 충돌사건,35.07916667,129.0027778
화물선,화물선 브이글로벌(V GLOBAL) 해양오염사건,35.11083333,129.0469444
화물선,어선 제99남양호 화물선 타이요6 충돌사건,33.86111111,126.1716667
화물선,철강제운반선 한진3002호 해양오염사건,36.01444444,129.4061111
화물선,화물선 한진3002호 해양오염사건,35.11,129.0686111
화물선,화물선 리안멩(LIAN MENG)9 화재사건,35.30055556,129.4666667
화물선,냉동운반선 프레셔스9 양식장접촉사건,35.05166667,128.505
화물선,일반화물선 티와이 조이 일반화물선 푸청 충돌사건,34.90944444,127.72
화물선,액체화학품산적운반선 디에스하나호 선원부상사건,36.14,126.1275
화물선,"일반화물선 대호부산호, 일반화물선 통마오2 충돌사건",37.155,126.4666667
화물선,화물선 신하이888 선원부상사건,37.12111111,126.5366667
화물선,일반화물선 실버 웨이(SILVER WAY) 화재사건,36.23333333,129.6388889
화물선,산적화물선 삼진선우호 해양오염사건,36.02888889,129.4091667
화물선,일반화물선 금양 1호 일반화물선 미라이 아스트로 충돌사건,34.90944444,127.7180556
화물선,화물선 빅토리1002호 방파제접촉사건,33.85,127.3
화물선,모래운반선 제107대양호 일반화물선 빅토리1002호 충돌사건,34.53138889,126.1388889
화물선,일반화물선 빅토리1002호 어선 제707남영호 충돌사건,34.05,126.3666667
화물선,어선 대경호 · 케미컬운반선 카르보니안 퓨처 충돌사건,34.58333333,128.6833333
화물선,일반화물선 리치아너호 해양오염사건,35.5375,129.4513889
화물선,일반화물선 오션리더호 기관손상사건,37.47916667,129.2561111
화물선,낚시어선 오렌지호 일반화물선 프로페서 케리체브 충돌사건,33.57277778,126.305
화물선,모래운반선 제107대양호 일반화물선 빅토리1002호 충돌사건,34.53138889,126.1388889
화물선,일반화물선 제107대양호 선원부상사건,34.53416667,126.1291667
화물선,화물선 진양호 해양오염사건,35.19027778,128.5922222
화물선,모래운반선 금호9호 기관손상사건,34.2275,127.9094444
화물선,액체화학품산적운반선 골든 윙스호 기관손상사건,36.97138889,126.8252778
화물선,산적화물선 포세이돈호 좌초사건,34.94194444,127.7697222
화물선,석유제품운반선 바오후아8 일반화물선 텡셩 충돌사건,34.05694444,126.7233333
화물선,일반화물선 오성3호 좌초사건,34.94277778,127.7691667
화물선,모래운반선 재원니케호 부유물감김사건,33.46805556,126.9383333
화물선,산적화물선 수니호 기타선 대국2호의 무등록 피예인부선 충돌사건,33.23194444,126.5672222
화물선,일반화물선 수니호 해양오염사건,34.97805556,128.6502778
화물선,컨테이너선 이터널 빅토리 기관손상사건,35.58333333,126.1
화물선,일반화물선 현대 당진호 기관손상사건,37.11472222,126.5752778
화물선,"산적화물선 현대 당진호, 어선 제207부창호 충돌사건",36.23333333,125.85
화물선,일반화물선 알파 침수사건,34.88333333,127.6
화물선,"어선 제2수성호, 일반화물선 엔지6(ENJI6) 충돌사건",37.1,129.45
화물선,어선 제2동명호· 화물선 알카다이 듀덴코브(ARKADIY DUDENKOV) 충돌사건,35.58861111,129.6333333
화물선,화물선 코크레인(COCHRANE) · 화물선 신조하이(XIN JHOU HAI) 충돌사건,34.98916667,128.8
화물선,예인선 세아티1호 및 피예인부선 세아9002호 · 일반화물선 클리비아호 충돌사건,35.66388889,129.5863889
화물선,"어선 길양호, 일반화물선 쿤 이 충돌사건",36.06805556,129.4477778
화물선,어선 207경창호 · 화물선 세이프웨이(SAFE WAY) 충돌사건,34.43333333,128.4833333
화물선,화물및카페리선 세주프런티어호/기타선 해천마린2호 충돌사건,33.55,126.5666667
화물선,화물선 신생강(XIN SEHNG GANG)호 선원부상사건,35.45916667,129.4125
화물선,어선 제2013영풍호 · 화물선 바오양(BAO YANG)호 충돌사건,34.3,128.05
화물선,일반화물선 바오양(BAO YANG) 부두접촉사건,37.48805556,129.1272222
화물선,"어선 제1태성호, 일반화물선 아시아 스타 충돌사건",37.05055556,125.2144444
화물선,화물선 아시아스타(ASIA STAR) 해양오염사건,35.11055556,129.0683333
화물선,일반화물선 강통하이9(GANG TONG 9) 기관손상사건,36.35666667,129.4402778
화물선,"어선 남성호, 일반화물선 보통(BO TONG) 충돌사건",36.13333333,129.5166667
화물선,일반화물선 신하이18 좌초사건,34.80083333,125.5127778
화물선,"자동차운반선 글로비스 코러스호, 일반화물선 스카이오션 충돌사건",37.465,126.6066667
화물선,어선 제306한일호 일반화물선 신 하이 588 충돌사건,34.41944444,125.4516667
화물선,"어선 제천호, 일반화물선 구오 마오 1(GUO MAO 1) 충돌사건",37.53722222,129.1205556
화물선,시멘트운반선 삼표38호 해양오염사건,37.31472222,126.3166667
화물선,"어선 제500수성호, 일반화물선 알카임3 충돌사건",36.70222222,130.1994444
