선박용도(,사건명,위도,경도
어선,낚시어선 순풍호 기관손상사건,37.325555559999998,126.271111099999999
어선,낚시어선 강산호 기관손상사건,37.319444439999998,126.609444400000001
어선,어선 치로곤파스호 부유물감김사건,37.286111110000000,126.516944400000000
어선,어선 동신호 기관손상사건,37.009444440000003,126.633611099999996
어선,낚시어선 김선장좌대호 기관손상사건,37.048888890000001,126.558055600000003
어선,낚시어선 강산호 기관손상사건,37.336388890000002,126.637222199999997
어선,어선 마이웨이호 부유물감김사건,37.175277780000002,126.606111100000007
어선,어선 새벽호 기관손상사건,37.323055560000000,126.655833299999998
어선,어선 일광호 좌초사건,37.456111110000002,126.414722200000000
어선,낚시어선 뉴대신호 좌초사건,37.250555560000002,126.499166700000004
어선,낚시어선 뉴대신호 기관손상사건,37.310277780000000,126.250555599999998
어선,어선 대양호 운항저해사건,37.062500000000000,126.728611099999995
어선,양식장관리선 청송호 침수사건,37.151111110000002,126.600555600000007
어선,어선 자연2호 전복사건,37.189722220000000,126.646111099999999
어선,어선 은수호 운항저해사건,37.424999999999997,126.538611099999997
어선,낚시어선 청룡5호 기관손상사건,36.990555559999997,126.745000000000005
어선,낚시어선 해성호 기관손상사건,37.158055560000001,126.578888899999995
어선,어선 누리호 추진축계손상사건,37.483333330000001,126.316666699999999
어선,낚시어선 용성호 좌초사건,37.039999999999999,126.451944400000002
어선,낚시어선 럭키2호 기관손상사건,37.053611109999999,126.641388899999995
어선,낚시어선 용성호 기관손상사건,37.075000000000003,126.061111100000005
어선,어선 수경2호 기관손상사건,37.329166669999999,126.530277799999993
어선,낚시어선 창해호 좌초사건,37.358055559999997,126.502777800000004
어선,어선 창해호 부유물감김사건,37.305555560000002,126.227222200000000
어선,낚시어선 동호 좌초사건,37.266666669999999,126.516666700000002
어선,"어선 유동호, 어선 유동2호 침몰사건",37.478055560000001,126.359722199999993
어선,어선 하나호 기관손상사건,37.430833329999999,126.556944400000006
어선,어선 강남호 침수사건,37.001666669999999,126.453888899999995
어선,어선 고흥호 전복사건,37.003888889999999,126.453888899999995
어선,어선 수진호 기관손상사건,37.237222220000000,126.425555599999996
어선,어선 대운1호 추진축계손상사건,37.477499999999999,126.345555599999997
어선,어선 새마을2호 기관손상사건,37.083888889999997,126.483611100000005
어선,어선 새마을2호 기관손상사건,37.028333330000002,126.436111100000005
어선,낚시어선 민지호 추진축계손상사건,36.984444439999997,126.755555599999994
어선,낚시어선 인일3호 부유물감김사건,37.372500000000002,126.325000000000003
어선,어선 옹진3호 기관손상사건,37.183333330000004,126.250000000000000
어선,양식장관리선 석천5호 전복사건,37.111388890000001,126.675277800000003
어선,어선 석천5호 화재사건,37.111388890000001,126.674444399999999
어선,어선 삼성호 조타장치손상사건,37.399999999999999,126.549999999999997
어선,어선 평안1호 조타장치손상사건,37.343611109999998,126.666944400000006
어선,양식장관리선 제일호 화재사건,37.180000000000000,126.629999999999995
어선,어선 순풍호 기관손상사건,37.030000000000001,126.696944400000007
어선,어선 일광호 부유물감김사건,37.288888890000003,126.525000000000006
어선,기타선 삼양티2호 등 3척 충돌사건,37.188333329999999,126.651111099999994
어선,낚시어선 대원2호 부유물감김사건,36.988333330000003,126.759444400000007
어선,어선 동원호 기관손상사건,37.219999999999999,126.472777800000003
어선,어선 대성호 침몰사건,37.015277779999998,126.460277800000000
어선,어선 행운2호 기관손상사건,37.324166669999997,126.269166700000000
어선,어선 대풍호 안전저해사건,37.185277780000000,126.498333299999999
어선,어선 봉민호 기관손상사건,37.033333329999998,126.416666699999993
어선,어선 파라호 기관손상사건,37.016666669999999,126.683333300000001
어선,어선 정오호 부유물감김사건,37.283333329999998,126.516666700000002
어선,낚시어선 태양호 추진축계손상사건,37.137777780000000,126.559444400000004
어선,어선 혜진호 침수사건,37.252777780000002,126.493055600000005
어선,어선 돌섬호 추진축계손상사건,37.316666669999996,126.366666699999996
어선,어선 덕양2호 좌초사건,37.040833329999998,126.423055599999998
어선,어선 대진호 기관손상사건,37.001111109999997,126.705833299999995
어선,어선 서해8호 기관손상사건,37.326111109999999,126.602222200000000
어선,낚시어선 동일호 좌초사건,37.015555560000003,126.741944399999994
어선,낚시어선 황해호 기관손상사건,37.409722219999999,126.282222200000007
어선,어선 어대호 부유물감김사건,37.122777780000000,126.638611100000006
어선,어선 풍년7호 기관손상사건,37.045000000000002,126.452222199999994
어선,어선 금성호 부유물감김사건,37.118888890000001,126.614722200000003
어선,어선 남영호 부유물감김사건,37.066666669999996,126.349999999999994
어선,낚시어선 대명호 추진축계손상사건,37.011111110000002,126.725833300000005
어선,어선 국화1호 침수사건,37.060555559999997,126.559444400000004
어선,어선 세종2호 기관손상사건,37.200000000000003,126.366666699999996
어선,어선 어성호 부유물감김사건,37.091944439999999,126.615277800000001
어선,어선 제부도영어조합법인6호 부유물감김사건,37.160277780000001,126.593055600000000
어선,어선 대성호 전복사건,37.197222220000000,126.537499999999994
어선,어선 대양1호 기관손상사건,37.165833329999998,126.597499999999997
어선,어선 연화호 기관손상사건,37.325833330000002,126.523055600000006
어선,어선 주안호 부유물감김사건,37.025833329999998,126.452222199999994
어선,어선 주안호 부유물감김사건,37.039999999999999,126.441666699999999
어선,어선 부영호 좌초사건,37.177222219999997,126.244444400000006
어선,어선 길영호 부유물감김사건,37.316666669999996,126.333333300000007
어선,어장관리선 태운2호 전복사건,37.488611110000001,126.598611099999999
어선,기타선 삼양티2호 등 3척 충돌사건,37.188333329999999,126.651111099999994
어선,어선 송림호 침몰사건,37.499444439999998,126.454444400000000
어선,"낚시어선 섬사랑호, 고무보트 선명무 충돌사건",37.055277779999997,126.453333299999997
어선,어선 행운2호 조타장치손상사건,37.387777780000000,126.573055600000004
어선,어선 동진호 안전저해사건,37.399999999999999,126.333333300000007
어선,양식장관리선 순풍호 침수사건,37.116666670000001,126.566666699999999
어선,양식관리선 제부도영어조합법인1호 안전저해사건,37.143333329999997,126.619166699999994
어선,양식장관리선 제부도영어조합법인1호 침수사건,37.154444439999999,126.592777799999993
어선,낚시어선 동성2호 추진축계손상사건,37.042777780000002,126.454166700000002
어선,어선 상광호 기관손상사건,37.170277779999999,126.608055600000000
어선,양식장관리선 제부도영어조합법인1호 침수사건,37.176111110000001,126.614999999999995
어선,양식장관리선 돌고래호 침수사건,37.136111110000002,126.604722199999998
어선,어선 대영호 조타장치손상사건,37.110277779999997,126.553888900000004
어선,어선 만성3호 전복사건,37.374444439999998,126.436944400000002
어선,어선 예진호 기관손상사건,37.222222219999999,126.496388899999999
어선,어선 성덕호 안전저해사건,37.366666670000001,126.266666700000002
어선,어선 유한호 조타장치손상사건,37.104999999999997,126.554722200000000
어선,어선 민해호 부유물감김사건,37.450000000000003,126.349999999999994
어선,어선 바다호 기관손상사건,37.417777780000002,126.172499999999999
어선,어선 해양호 침수사건,37.179722220000002,126.616944399999994
어선,낚시어선 해양호 기관손상사건,37.116111109999999,126.564444399999999
어선,어선 제부도영어조합법인3호 기관손상사건,37.181388890000001,126.637777799999995
어선,어선 제2태민호 조타장치손상사건,37.126388890000001,126.371666700000006
어선,어선 서해로2호 기관손상사건,37.163055559999997,126.617777799999999
어선,낚시어선 승재호 기관손상사건,37.368333329999999,126.362499999999997
어선,어선 제2007장원호 운항저해사건,37.368888890000001,126.359166700000003
어선,어선 제2007장원호 부유물감김사건,37.366111109999999,126.348888900000006
어선,"예인선 케이-1호의 피예인부선 현대미포8001호, 어선 해영3호 등 2척 충돌사건",37.471388890000000,126.346944399999998
어선,어장관리선 승진호 추진축계손상사건,37.171666670000000,126.605555600000002
어선,어선 101페리호 침수사건,37.116944439999997,126.678333300000006
어선,낚시어선 101페리호 기관손상사건,37.076666670000002,126.566944399999997
어선,어선 성운호 기관손상사건,37.039444439999997,126.635000000000005
어선,어선 복성호 안전저해사건,37.057499999999997,126.336944399999993
어선,어선 기성호 기관손상사건,37.379722219999998,126.491111099999998
어선,어선 광일호 조타장치손상사건,37.108888890000003,126.109166700000003
어선,어선 광일호 부유물감김사건,37.500000000000000,126.116666699999996
어선,"어선 삼화호, 레저보트 루돌프호 충돌사건",37.079444440000003,126.554166699999996
어선,낚시어선 거양호 기관손상사건,37.289722220000002,126.408333299999995
어선,낚시어선 제2라이즈호 추진축계손상사건,37.316666669999996,126.400000000000006
어선,낚시어선 제2라이즈호 부유물감김사건,37.350000000000001,126.433333300000001
어선,낚시어선 제2라이즈호 기관손상사건,37.233333330000001,126.349999999999994
어선,어선 대인8호 좌초사건,37.378333329999997,126.446111099999996
어선,낚시어선 경영호 추진축계손상사건,37.240555559999997,126.491666699999996
어선,어선 평화호 침몰사건,37.115000000000002,126.676111100000000
어선,어선 청룡호 추진축계손상사건,37.090277780000001,126.475277800000001
어선,낚시어선 피쉬헌터호 부유물감김사건,37.288333330000000,126.388333299999999
어선,낚시어선 선명호 기관손상사건,36.991666670000001,126.721388899999994
어선,어선 현진호 화재사건,37.492222220000002,126.626666700000001
어선,어선 제부도영어조합법인1호 기관손상사건,37.154166670000002,126.593611100000004
어선,낚시어선 금정2호 조타장치손상사건,37.129444440000000,126.549166700000001
어선,낚시어선 대영호 운항저해사건,37.142499999999998,126.559166700000006
어선,낚시어선 해성호 기관손상사건,37.383333329999999,126.450000000000003
어선,어선 제2옹진호 기관손상사건,37.283333329999998,126.525833300000002
어선,어선 제2옹진호 부유물감김사건,37.237499999999997,126.491666699999996
어선,낚시어선 서해호 기관손상사건,37.083055559999998,126.081111100000001
어선,낚시어선 서해호 기관손상사건,37.426666670000003,126.566666699999999
어선,어선 금광호 안전저해사건,37.266666669999999,126.266666700000002
어선,낚시어선 돌핀호 추진축계손상사건,36.987499999999997,126.757499999999993
어선,낚시어선 아라2호 추진축계손상사건,37.088333329999998,126.484722199999993
어선,어선 지수호 기관손상사건,37.183333330000004,126.150000000000006
어선,낚시어선 돌핀호 기관손상사건,37.005000000000003,126.651666700000007
어선,어선 대성호 선원부상사건,37.333333330000002,126.507222200000001
어선,어선 진양호 기관손상사건,37.270555559999998,126.121944400000004
어선,낚시어선 제1옹진호 부유물감김사건,37.223611110000000,126.491111099999998
어선,낚시어선 경기남부수협제2호 기관손상사건,37.001944440000003,126.733888899999997
어선,"어선 경성호, 고무보트 에스라인호 충돌사건",37.116388890000003,126.533611100000002
어선,어선 금광호 기관손상사건,37.323611110000002,126.052777800000001
어선,낚시어선 마린보이호 부유물감김사건,37.118888890000001,126.541666699999993
어선,낚시어선 올림푸스호 부유물감김사건,37.217500000000001,126.451666700000004
어선,낚시어선 스카이호 기관손상사건,37.320277779999998,126.420277799999994
어선,어선 107대복호 안전저해사건,37.220833329999998,126.396944399999995
어선,"어선 중원호, 낚시어선 세븐스타호 충돌사건",37.327500000000001,126.373888899999997
어선,어선 한일호 좌초사건,37.000277779999998,126.637500000000003
어선,어선 광덕호 기관손상사건,37.033055560000001,126.684166700000006
어선,어선 금영호 좌초사건,37.216666670000002,126.150000000000006
어선,"낚시어선 한일호, 고무보트 선명무 충돌사건",37.081388889999999,126.532499999999999
어선,어선 제77광진호 해양오염사건,37.409722219999999,126.414166699999996
어선,어선 대성호 해양오염사건,37.049999999999997,126.524166699999995
어선,어선 상록수호 화재사건,37.136666669999997,126.671944400000001
어선,어선 계룡호 침수사건,37.366666670000001,126.233333299999998
어선,어선 화성호 안전저해사건,37.341666670000002,126.416666699999993
어선,"어선 화성호, 부선 동원102호 충돌사건",37.416666669999998,126.577777800000007
어선,낚시어선 바다호 기관손상사건,37.106944439999999,126.617500000000007
어선,"낚시어선 영진호, 콤비보트 선명무 충돌사건",37.029444439999999,126.584722200000002
어선,어선 거성호 기관손상사건,37.125277779999998,126.401111099999994
어선,어선 운수호 안전저해사건,37.405833330000000,126.552777800000001
어선,어선 제1광진호 화재사건,37.411388889999998,126.429166699999996
어선,어선 원주호 안전저해사건,37.266666669999999,126.116666699999996
어선,어선 제153영광호 추진축계손상사건,37.119722220000000,126.375277800000006
어선,"어장관리선 경기남부수협제6호, 모터보트 시크로스호 충돌사건",37.181111110000003,126.622777799999994
어선,어선 명진1호 기관손상사건,37.066944440000000,126.371111099999993
어선,어선 강수호 부유물감김사건,37.154444439999999,126.539444399999994
어선,어선 현덕호 선원부상사건,37.186944439999998,126.306944400000006
어선,어선 제2천광호 선원부상사건,37.333333330000002,126.216666700000005
어선,어선 광진호 기관손상사건,37.436388890000003,126.598333299999993
어선,어선 장성호 좌초사건,37.299999999999997,126.450000000000003
어선,어선 은석5호 침수사건,37.397500000000001,126.740833300000006
어선,어선 제77광진호 기관손상사건,37.413888890000003,126.436111100000005
어선,낚시어선 경기남부수협제3호 기관손상사건,37.135555560000000,126.568611099999998
어선,어선 101강수호 운항저해사건,37.183888889999999,126.541111099999995
어선,낚시어선 스마일호 기관손상사건,37.025833329999998,126.274166699999995
어선,화물선 케이에스 헤르메스호ㆍ어선 우성호 충돌사건,37.089722219999999,126.271944399999995
어선,어선 명진1호 기관손상사건,37.097499999999997,126.599722200000002
어선,어선 만선호 기관손상사건,36.989722219999997,126.742500000000007
어선,어선 원주호 부유물감김사건,37.411111110000000,126.550277800000003
어선,어선 제2원자호 추진축계손상사건,37.257222220000003,126.502222200000006
어선,낚시어선 유성호 조타장치손상사건,37.296111109999998,126.538333300000005
어선,어선 기보호 기관손상사건,37.043055559999999,126.266944400000000
어선,어선 해성호 기관손상사건,37.327500000000001,126.359722199999993
어선,무등록선박 선명무 좌초사건,37.057499999999997,126.536666699999998
어선,어선 영진호 추진축계손상사건,37.039444439999997,126.570555600000006
어선,어선 광명호 기관손상사건,37.038055559999997,126.573055600000004
어선,어선 동원호 좌초사건,37.036944439999999,126.551666699999998
어선,어선 현덕호 침수사건,37.151944440000001,126.377777800000004
어선,어선 현덕2호 기관손상사건,37.270555559999998,126.168055600000002
어선,어선 광진호 기관손상사건,37.415277779999997,126.300833299999994
어선,"도선 무룡1호, 어선 제77광진호 충돌사건",37.415555560000001,126.416666699999993
어선,어선 한종호 부유물감김사건,37.457777780000001,126.349999999999994
어선,어선 영진호 부유물감김사건,37.054444439999997,126.539722200000000
어선,어선 광진호 부유물감김사건,37.425555559999999,126.572777799999997
어선,낚시어선 세븐스타호 추진축계손상사건,37.160277780000001,126.125833299999996
어선,어선 제3만창호 선원부상사건,37.186944439999998,126.649444399999993
어선,"낚시어선 태풍호, 어선 유림호 충돌사건",37.069166670000001,126.331111100000001
어선,"예인선 케이-1호의 피예인부선 현대미포8001호, 어선 해영3호 등 2척 충돌사건",37.471388890000000,126.346944399999998
어선,어선 경기남부수협6호 기관손상사건,37.153888889999998,126.608333299999998
어선,어선 제3대성호 기관손상사건,37.064444440000003,126.577222199999994
어선,낚시어선 경기남부수협제5호 기관손상사건,37.099722219999997,126.444166699999997
어선,어선 광진호 침수사건,37.501944440000003,126.596944399999998
어선,어선 만선호 기관손상사건,37.089166669999997,126.693055599999994
어선,어선 제77광진호 부유물감김사건,37.408055560000001,126.326666700000004
어선,어선 봉영2호 기관손상사건,37.305000000000000,126.085277800000000
어선,어선 제77광진호 해양오염사건,37.406944439999997,126.392499999999998
어선,어선 해성호 기관손상사건,37.058055560000000,126.310555600000001
어선,어선 봉영2호 좌초사건,37.354722219999999,126.501666700000001
어선,낚시어선 벽계수호 기관손상사건,37.031388890000002,126.416944400000006
어선,낚시어선 경기남부수협 제2호 조타장치손상사건,37.078055560000003,126.530555600000000
어선,어선 영진호 화재사건,37.173611110000003,126.386944400000004
어선,어선 장성호 부유물감김사건,37.272222220000003,126.510000000000005
어선,어선 장성호 기관손상사건,37.291666669999998,126.323888900000000
어선,양식장관리선 명진호 침수사건,37.070555560000003,126.593333299999998
어선,어선 어성호 기관손상사건,37.151944440000001,126.460555600000006
어선,어선 대성호 기관손상사건,37.409166669999998,126.505555599999994
어선,어선 서해호 부유물감김사건,37.383333329999999,126.283333299999995
어선,낚시어선 해진22호 침수사건,37.399999999999999,126.583333300000007
어선,"낚시어선 동백호, 낚시어선 자율호 충돌사건",37.106666670000003,126.551666699999998
어선,어선 성춘호 기관손상사건,37.420277779999999,126.563333299999996
어선,낚시어선 자율호 추진축계손상사건,37.105277780000002,126.543333300000000
어선,어선 하나로호 침몰사건,37.117777779999997,126.674999999999997
어선,어선 광양3호 선원부상사건,37.438888890000001,126.335555600000006
어선,낚시어선 해진22호 기관손상사건,37.419444439999999,126.568888900000005
어선,어선 제3천승호 기관손상사건,37.318055559999998,126.115555599999993
어선,어선 동남호 기관손상사건,37.371388889999999,126.483333299999998
어선,"어선 일광호, 어선 항구2호 충돌사건",37.081111110000002,126.365833300000006
어선,어선 구봉호 기관손상사건,37.068888889999997,126.623333299999999
어선,어선 순경7호 화재사건,37.501666669999999,126.459722200000002
어선,"어선 히트호, 어선 제1금강호 충돌사건",37.457777780000001,126.597222200000004
어선,어선 선일호 추진축계손상사건,37.354999999999997,126.683333300000001
어선,낚시어선 예지퀸호 기관손상사건,37.102499999999999,126.595833299999995
어선,어선 중원7호 침몰사건,37.281388890000002,126.060277799999994
어선,어선 보스호 침수사건,37.250000000000000,126.483333299999998
어선,낚시어선 아이리스호 추진축계손상사건,37.127777780000002,126.464444400000005
어선,낚시어선 베스트호 기관손상사건,37.391666669999999,126.525000000000006
어선,어선 707유진호 운항저해사건,37.500000000000000,126.433333300000001
어선,낚시어선 안산1호 안전저해사건,37.333333330000002,126.633333300000004
어선,낚시어선 대부서해호 기관손상사건,37.168888889999998,126.442222200000003
어선,낚시어선 베스트호 기관손상사건,37.149999999999999,126.116666699999996
어선,어선 제103유일호 좌초사건,37.409999999999997,126.545000000000002
어선,어선 코털호 조타장치손상사거,37.333333330000002,126.349999999999994
어선,낚시어선 승진호 안전저해사건,37.072222220000000,126.079166700000002
어선,낚시어선 명륜호 침수사건,37.122500000000002,126.568333300000006
어선,"낚시어선 동백호, 낚시어선 자율호 충돌사건",37.106666670000003,126.551666699999998
어선,"낚시어선 에버그린호, 고무보트 선명무 충돌사건",37.066666669999996,126.549999999999997
어선,낚시어선 저팔계호 기관손상사건,37.072499999999998,126.555000000000007
어선,어선 대흥호 조타장치손상사건,37.149999999999999,126.450000000000003
어선,낚시어선 가마우지호 조타장치손상사건,37.352499999999999,126.506666699999997
어선,낚시어선 올스타호 기관손상사건,37.166666669999998,126.416666699999993
어선,낚시어선 올스타호 추진축계손상사건,37.247777780000000,126.496944400000004
어선,낚시어선 아일랜드호 운항저해사건,37.068333330000002,126.554444399999994
어선,어선 제711세종호 화재사건,37.504444440000000,126.454166700000002
어선,어선 1동백호 화재사건,37.124444439999998,126.502777800000004
어선,어선 경인호 조타장치손상사건,37.316666669999996,126.466666700000005
어선,낚시어선 신흥특호 조타장치손상사건,37.174444440000002,126.609444400000001
어선,"어선 만선호, 부선 111월미호 충돌사건",37.246388889999999,126.496388899999999
어선,어선 제99융진호 기관손상사건,37.136388889999999,126.158055599999997
어선,어선 히트호 추진축계손상사건,37.008333329999999,126.691666699999999
어선,"석유제품운반선 15명진호, 낚시어선 선창1호 충돌사건",37.243055560000002,126.494444400000006
어선,어선 대경호 기관손상사건,37.434166670000003,126.579999999999998
어선,어선 제2002대청호 기관손상사건,37.133333329999999,126.290555600000005
어선,"어선 히트호, 어선 제1금강호 충돌사건",37.457777780000001,126.597222200000004
어선,낚시어선 시크릿호 조타장치손상사건,37.147777779999998,126.533055599999997
어선,낚시어선 제트호 기관손상사건,37.368611110000003,126.473333299999993
어선,낚시어선 파워호 추진축계손상사건,37.466666670000002,126.349999999999994
어선,어선 경천5호 침수사건,37.447777780000003,126.369444400000006
어선,"낚시어선 썬스타호, 모터보트 헌팅호 충돌사건",37.104999999999997,126.333333300000007
어선,낚시어선 보스호 기관손상사건,37.257500000000000,126.086666699999995
어선,낚시어선 썬스타호 기관손상사건,37.201944439999998,126.202500000000001
어선,낚시어선 썬스타호 기관손상사건,37.261388889999999,126.231111100000007
어선,낚시어선 시크릿호 기관손상사건,37.131944439999998,126.412777800000001
어선,어선 경천5호 해양오염사건,37.448055560000000,126.369444400000006
어선,"어선 제7대성호, 부선 동인1호 충돌사건",37.011666669999997,126.448611099999994
어선,어선 대흥호 기관손상사건,37.103888890000000,126.359166700000003
어선,어선 제6문성호 부유물감김사건,37.293333330000003,126.446944400000007
어선,어선 순풍호 기관손상사건,37.016666669999999,126.733333299999998
어선,낚시어선 페라리호 기관손상사건,37.104999999999997,126.135555600000004
어선,낚시어선 킹스타호 기관손상사건,37.316666669999996,126.383333300000004
어선,어선 제101유일호 추진축계손상사건,37.500000000000000,126.349999999999994
어선,낚시어선 아이리스호 부유물감김사건,37.176666670000003,126.445277800000000
어선,"낚시어선 금강7호, 고무보트 선명무 충돌사건",37.144722219999998,126.541666699999993
어선,어선 영석호 기관손상사건,37.200000000000003,126.466666700000005
