위도,경도
36.68333333333333,126.11666666666666
30.85,126.96666666666667
34.885,126.38694444444445
37.10416666666667,126.68
36.41111111111111,126.35499999999999
36.623333333333335,126.24055555555556
33.22027777777778,126.51472222222222
36.03333333333333,129.58333333333334
34.95,126.25555555555556
32.5,126.78333333333333
36.153055555555554,129.40222222222224
35.12027777777778,128.68166666666664
33.0,127.66666666666667
35.08972222222222,129.03527777777776
35.109722222222224,129.04333333333332
34.95861111111111,126.12583333333333
34.964444444444446,127.75777777777778
35.41694444444444,129.39916666666667
34.849722222222226,126.33138888888888
34.73833333333334,127.73527777777778
37.29527777777778,126.52694444444444
37.15,126.51666666666667
36.553888888888885,126.45944444444444
37.049166666666665,126.59388888888888
34.775555555555556,126.21055555555556
34.88722222222222,126.29194444444444
34.91722222222222,126.25361111111111
34.92833333333333,128.34166666666667
34.85,126.36666666666666
35.526666666666664,129.37916666666666
35.986666666666665,129.55277777777778
34.689722222222215,127.32055555555556
37.0125,126.80277777777778
35.47222222222222,129.41444444444446
34.55916666666666,127.11222222222221
37.11416666666667,126.53833333333333
33.46527777777778,126.93
33.46527777777778,126.93
34.68611111111111,125.44333333333334
35.025555555555556,126.16833333333334
37.141666666666666,126.60555555555555
35.63333333333333,129.4425
34.80611111111111,126.36444444444444
37.029444444444444,126.58472222222221
34.885,126.38694444444445
33.269999999999996,126.66111111111111
35.45,129.36666666666667
37.06666666666667,126.55
33.25,126.63333333333334
37.033055555555556,129.41555555555556
37.1275,126.38583333333334
34.675,126.25111111111111
34.806666666666665,126.36527777777778
36.03333333333333,126.51666666666667
36.75,126.11666666666666
34.82222222222222,128.19861111111112
34.73527777777778,127.74
34.59722222222222,127.73666666666666
36.31666666666667,125.93333333333334
34.555,127.65222222222222
34.59111111111111,127.75833333333334
34.61361111111111,128.355
35.19583333333333,129.22583333333333
34.70055555555556,127.70138888888889
34.833333333333336,126.28333333333333
34.8575,128.45388888888888
34.49861111111111,127.275
35.97222222222222,129.55861111111113
34.654444444444444,127.56305555555555
35.57416666666667,126.63916666666667
33.39222222222222,126.53999999999999
38.16305555555555,128.60944444444445
34.92833333333333,128.34166666666667
34.92833333333333,128.34166666666667
34.405,127.14555555555556
37.92111111111111,124.62388888888889
34.77777777777778,126.29305555555555
35.4825,129.42749999999998
34.77777777777778,126.29305555555555
34.80416666666667,126.23555555555555
34.77777777777778,126.29305555555555
0.0,0.0
36.833333333333336,126.31944444444444
34.61472222222223,127.72305555555556
34.78944444444444,126.19861111111112
34.60722222222223,127.72416666666666
34.3,126.58333333333333
34.80277777777778,126.35222222222221
37.03777777777778,126.4413888888889
35.016666666666666,126.3
34.80638888888888,126.36416666666666
34.93805555555555,126.14583333333334
37.15333333333333,126.60555555555555
34.94166666666666,128.8997222222222
34.824444444444445,127.76805555555555
34.49444444444445,127.18944444444445
37.10055555555556,126.63361111111112
33.40222222222222,126.90416666666667
34.94166666666666,128.8997222222222
27.37472222222222,126.45805555555556
34.844722222222224,128.35
35.09277777777778,128.79
36.40416666666667,126.43861111111111
36.44222222222222,126.50305555555556
35.08888888888889,128.67444444444445
37.38333333333333,126.36666666666666
34.81666666666667,126.31666666666666
34.870555555555555,127.69527777777778
34.78666666666666,126.35555555555555
34.721111111111114,127.70527777777778
36.88,126.17972222222222
34.88333333333333,126.38333333333334
37.17333333333333,126.60916666666667
37.18944444444444,126.64250000000001
34.81444444444444,126.31638888888888
34.57833333333333,127.64194444444445
34.80611111111111,126.36416666666666
37.943888888888885,128.79472222222222
35.08027777777778,128.91305555555556
35.08694444444445,128.88861111111112
37.26111111111111,126.49833333333333
36.21,126.02222222222223
35.07027777777778,129.08277777777778
35.38333333333333,129.96666666666667
34.909166666666664,127.70166666666667
34.681666666666665,125.44416666666667
34.40888888888889,126.67333333333333
37.72361111111111,127.5911111111111
34.87777777777778,127.93
34.62694444444445,127.17194444444445
37.22916666666667,129.34583333333333
35.198611111111106,128.57583333333332
34.592222222222226,126.77083333333333
35.145833333333336,129.1313888888889
34.99027777777778,128.73222222222222
36.336111111111116,126.62027777777777
35.07666666666667,128.70027777777776
34.56388888888888,127.74305555555556
34.49638888888889,127.1275
37.04555555555555,126.47361111111111
37.17611111111111,126.6275
35.163888888888884,129.22583333333333
37.10666666666667,126.615
36.60444444444445,126.40944444444445
37.87388888888889,128.8536111111111
34.705000000000005,126.185
