선박용도(통계용),사건명,위도,경도
어선,어선 화성호 침몰사건,36.60444444,126.4094444
어선,어선 삼영호 전복사건,37.87388889,128.8536111
어선,어선 금오호 기관손상사건,34.705,126.185
어선,어선 성림호 기관손상사건,36.08333333,129.4666667
어선,어선 주영호 침수사건,34.80638889,126.3638889
어선,무등록선박 추진축계손상사건,34.61611111,127.6
어선,어선 태영호 전복사건,34.32305556,126.8013889
어선,어선 제2해성호ㆍ어선 등대호 충돌사건,38.32972222,128.5352778
어선,어선 계승호 운항저해사건,35.07111111,126.1302778
어선,어선 진영호 기관손상사건,34.82805556,128.4427778
어선,어선 순풍호 기관손상사건,36.45,126.2833333
어선,어선 명성호 좌초사건,34.6725,125.1941667
어선,무등록선 울도호 선원실종사건,37.07333333,125.94
어선,어선 동일호 등 2척 침수사건,34.95555556,128.3283333
어선,어선 남해호 등 8척 침수사건,34.39222222,126.6477778
어선,어선 종배호 등 2척 화재사건,34.51694444,127.2402778
어선,무등록어선 선원사망사건,34.75694444,127.2463889
어선,어선 진전1호 기관손상사건,35.00416667,128.4919444
어선,어선 오뚜기호 침수사건,34.74944444,127.6566667
어선,어선 남해호 좌초사건,34.19277778,126.5525
어선,어선 조광호 기관손상사건,35.01722222,128.6305556
어선,낚시어선 동성호 · 어선 정자호 충돌사건,35.06666667,128.7036111
어선,어선 상호호 기관손상사건,35.13305556,128.5977778
어선,어선 유성호.어선 용산호 충돌사건,34.54111111,126.7694444
어선,어선 상호호 부유물감김사건,35.13083333,128.5880556
어선,어선 상호호 기관손상사건,35.13138889,128.5880556
어선,어선 상호호 부유물감김사건,35.13083333,128.5880556
어선,어선 대양호 선원실종사건,36.8625,126.1861111
어선,어선 도형호 기관손상사건,34.23583333,126.6877778
어선,어선 제2명정호 좌초사건,34.83444444,128.1819444
어선,어선 대성호 침몰사건,35.10083333,128.7644444
어선,어선 은진호 선원부상사건,34.32083333,126.7530556
어선,어선 혜원호 기관손상사건,34.74722222,126.3472222
어선,양식장관리선 승용호 기관손상사건,35.56666667,126.25
어선,어선 경선호 침수사건,34.39222222,126.6477778
