id,left,top,right,bottom
670,926163.511000000056811,1897064.378900000127032,929163.511000000056811,1894064.378900000127032
671,926163.511000000056811,1894064.378900000127032,929163.511000000056811,1891064.378900000127032
672,926163.511000000056811,1891064.378900000127032,929163.511000000056811,1888064.378900000127032
675,929163.511000000056811,1954064.378900000127032,932163.511000000056811,1951064.378900000127032
682,929163.511000000056811,1933064.378900000127032,932163.511000000056811,1930064.378900000127032
694,929163.511000000056811,1897064.378900000127032,932163.511000000056811,1894064.378900000127032
695,929163.511000000056811,1894064.378900000127032,932163.511000000056811,1891064.378900000127032
696,929163.511000000056811,1891064.378900000127032,932163.511000000056811,1888064.378900000127032
699,932163.511000000056811,1954064.378900000127032,935163.511000000056811,1951064.378900000127032
705,932163.511000000056811,1936064.378900000127032,935163.511000000056811,1933064.378900000127032
706,932163.511000000056811,1933064.378900000127032,935163.511000000056811,1930064.378900000127032
719,932163.511000000056811,1894064.378900000127032,935163.511000000056811,1891064.378900000127032
720,932163.511000000056811,1891064.378900000127032,935163.511000000056811,1888064.378900000127032
721,935163.511000000056811,1960064.378900000127032,938163.511000000056811,1957064.378900000127032
722,935163.511000000056811,1957064.378900000127032,938163.511000000056811,1954064.378900000127032
744,935163.511000000056811,1891064.378900000127032,938163.511000000056811,1888064.378900000127032
746,938163.511000000056811,1957064.378900000127032,941163.511000000056811,1954064.378900000127032
796,944163.511000000056811,1951064.378900000127032,947163.511000000056811,1948064.378900000127032
809,944163.511000000056811,1912064.378900000127032,947163.511000000056811,1909064.378900000127032
876,953163.511000000056811,1927064.378900000127032,956163.511000000056811,1924064.378900000127032
892,956163.511000000056811,1951064.378900000127032,959163.511000000056811,1948064.378900000127032
